DMU,State-Zone-Tehsil-Cultivator No.,Main Product (Qtls.),Crop Area (Ha.),Total Human Labour (Hrs.),Total Animal Labour (Hrs.),Hired Machine (Hrs.),Total Machine Hours (Hrs.),Total Fertiliser (Kg.),Manure (Qtl.),Insecticides (Rs.),Total Irrigation Charges (Rs.),Miscelaneous Cost (Rs.), Total Capital (Rs.)
337,Andhra Pradesh-5-49-5,19,0.3,337.667,3,9,30,81,0,387,346.84,0,22273
338,Andhra Pradesh-5-49-6,73.8,1.2,887,0,42.75,90,270.8,0,2745,2714.4,0,294470
339,Andhra Pradesh-5-49-7,105,2,1482,0,0,197,383,0,1260,1516.142,0,1101400
340,Andhra Pradesh-5-49-8,51,0.8,619,0,18.25,75,182,0,315,847.407,0,216998
341,Andhra Pradesh-5-49-9,360,6.4,3675.667,0,10,581,1456,0,5040,7814.292,0,1797502
342,Andhra Pradesh-5-50-1,94,1.6,898.667,0,29,100,374,0,4860,2139.806,0,29876
343,Andhra Pradesh-5-50-10,313,5.6,2246,0,73,350,960.2,0,8760,2423.981,0,46878
344,Andhra Pradesh-5-50-2,144,2.4,1290,0,40,150,446,0,5850,1955.931,0,33371
345,Andhra Pradesh-5-50-3,144,2.4,1293,0,40,150,451,0,5720,5026.769,0,67321
346,Andhra Pradesh-5-50-4,196,3.2,1593.333,0,51,200,626,0,7600,4788.687,0,71421
347,Andhra Pradesh-5-50-5,150,2.4,1324.333,0,39,150,487,0,5380,2139.106,0,34333
348,Andhra Pradesh-5-50-6,261,4.4,2117.334,0,69,275,904,0,7900,4508.125,0,86193
349,Andhra Pradesh-5-50-7,267,4.4,2100.333,0,64,275,902.5,0,8790,2459.717,0,57975
350,Andhra Pradesh-5-50-8,317,5.2,2131.667,0,71,325,914,0,8450,6519.651,0,64926
351,Andhra Pradesh-5-50-9,296,5.2,2359.667,0,70,325,988,0,9650,2243.849,0,44795
352,Andhra Pradesh-5-51-10,94,1.6,943,0,30.3,100,395.1,0,3100,5221.771,0,88473
353,Andhra Pradesh-5-51-2,25,0.4,318.667,0,8.5,30,72.5,0,1000,2806.15,0,8092
354,Andhra Pradesh-5-51-4,46,0.8,599.967,0,17.1,60,170.8,0,1600,3066.37,0,77675
355,Andhra Pradesh-5-51-5,137,2.2,1164.666,0,36,165,516,0,5840,2362.56,0,15492
356,Andhra Pradesh-5-51-6,176,2.8,1317.333,0,47.5,210,531,0,8320,6173.559,0,50344
357,Andhra Pradesh-5-51-7,86,1.4,901.667,0,28.3,110,297.6,0,3875,6095.93,0,73119
358,Andhra Pradesh-5-51-8,84,1.4,882.667,0,25.6,105,332.7,0,2460,3084.566,0,45691
359,Andhra Pradesh-5-51-9,61,1,598,0,17.3,75,231,0,600,3972.19,0,23789
360,Andhra Pradesh-5-52-1,56,0.8,565,18,1,60,206,0,0,1488.96,0,118305
361,Andhra Pradesh-5-52-10,640,9.013,5055,60,84,575,2500.5,0,840,10505.44,0,292064
362,Andhra Pradesh-5-52-2,57.5,0.8,522,0,6,60,204,0,0,1737.12,0,70768
363,Andhra Pradesh-5-52-3,30,0.5,388.333,24,1,35,90.5,20,0,744.48,0,117410
364,Andhra Pradesh-5-52-5,154,2.16,1510.333,36,15,165,600.1,0,0,3474.24,0,366297
365,Andhra Pradesh-5-52-6,108,1.58,856,0,2,110,408,0,280,3102,0,1399884
366,Andhra Pradesh-5-52-7,325,4.49,2525.667,0,3,347,1187,45,1130,6286.72,0,2107361
367,Andhra Pradesh-5-52-8,271.8,3.9,2455.666,90,19,250,1072.5,0,1270,6824.4,0,241896
368,Andhra Pradesh-5-52-9,393,5.86,3417,0,3,439,1959,0,0,6328.08,0,1949506
369,Andhra Pradesh-5-53-10,24,1.2,744.667,0,15,75,281,0,720,1859.777,0,19268
370,Andhra Pradesh-5-53-2,21,0.8,408,0,10,50,185,0,2400,2812.48,0,18401
371,Andhra Pradesh-5-53-5,19,0.8,454,0,10,50,185,0,2160,3714.082,0,36361
372,Andhra Pradesh-5-53-7,18,0.8,417.333,0,10,50,185,0,600,1907.117,0,19283
373,Andhra Pradesh-5-53-8,21,0.8,498,0,10,50,185,0,560,4366.571,0,36752
374,Andhra Pradesh-5-53-9,17,0.8,435.333,0,10,50,162,0,0,2758.57,0,36207
375,Andhra Pradesh-5-55-10,238,3.6,807.3,44,30,268,934.5,0,11187,1476.388,0,206854
376,Andhra Pradesh-5-55-2,127,2,532.666,24,47.3,150,750.5,2,6400,1463.22,0,81902
377,Andhra Pradesh-5-55-3,48,0.8,296.6,11,9.1,69.6,336.2,0,4220,789.731,0,82434
378,Andhra Pradesh-5-55-4,40,0.6,156.333,7,6.3,64,293,0,1300,1422.894,0,37764
379,Andhra Pradesh-5-55-5,96,1.6,440.167,24,30.3,120,507,0,2660,1676.299,0,64686
380,Andhra Pradesh-5-55-6,346,5.6,1235.2,60,60,488,2369.6,0,17050,2950.136,0,81293
381,Andhra Pradesh-5-55-7,146,2.32,605.667,30,26,152,980,0,9350,1456.717,0,88997
382,Andhra Pradesh-5-55-8,67,1.2,319,18,13.3,60,416,0,4200,1462.614,0,41897
383,Andhra Pradesh-5-55-9,98,1.6,493.033,23,14.6,143,471,0,5530,3028.901,0,186584
384,Andhra Pradesh-5-56-2,23,0.4,169.333,6,6,25,100.4,0,500,750.279,0,42005
385,Andhra Pradesh-5-56-5,116,2,618,30,23,125,543,0,1300,938.111,0,97000
386,Andhra Pradesh-5-56-6,102,1.8,611.5,36,19.3,112,424.9,0,1500,1160.515,0,172472
387,Andhra Pradesh-5-56-7,146,2.6,1002.3,36,29.3,162,624.5,0,2300,1254.922,0,151892
388,Andhra Pradesh-5-56-8,180,3.2,1045.5,42,34.3,200,763.8,0,3000,1212.134,0,106228
389,Andhra Pradesh-5-56-9,208,3.6,1164,48,38.15,225,717.2,0,3000,1891.532,0,81826
390,Andhra Pradesh-5-57-1,114,1.56,689.334,0,34,180,542,0,1200,3657.486,0,204488
391,Andhra Pradesh-5-57-10,570,8,2163,0,82,600,2827,10,11500,2470,0,122502
392,Andhra Pradesh-5-57-5,183,2.36,1012.334,0,32,180,900,0,4600,2286.378,0,306028
393,Andhra Pradesh-5-57-9,540,7.8,1946,0,82,600,2518,5,12300,2508.026,0,295538
394,Andhra Pradesh-5-58-1,28,0.6,320.333,6,9,45,174,0,1990,688.36,0,100048
395,Andhra Pradesh-5-58-10,208,4.8,1289.667,12,66,330,776,0,10760,916.363,0,111160
396,Andhra Pradesh-5-58-2,14.5,0.4,250.333,12,7,25,81,30,1300,630.384,0,77355
397,Andhra Pradesh-5-58-3,13.5,0.4,256.667,6,7,25,81.5,0,1200,669.318,0,39109
398,Andhra Pradesh-5-58-4,35,0.8,402.333,12,11,50,163,25,1750,822.768,0,43252
399,Andhra Pradesh-5-58-5,69,1.6,752.333,18,17,120,417,0,5560,1360.756,0,79010
400,Andhra Pradesh-5-58-6,56,1.2,607.667,12,17,80,254.7,40,4210,2038.719,0,133744
401,Andhra Pradesh-5-58-7,32,1,438.334,9,15,110,244.5,0,4620,1249.658,0,192791
402,Andhra Pradesh-5-58-9,40,1,506.333,9,21,91,195,35,2000,1024.893,0,139110
403,Andhra Pradesh-5-59-1,95.9,1.6,715.667,12,17.6,195,444.3,0,3540,1568.572,0,62397
404,Andhra Pradesh-5-59-10,12.5,1,582,8,2.2,150,266.5,15,1500,8892.4,0,400423
405,Andhra Pradesh-5-59-2,38,1.38,640.333,12,15,120,283.4,12,2550,1448.909,0,82986
406,Andhra Pradesh-5-59-3,36.5,0.8,472.667,12,13.5,55,148.5,15,1800,1498.824,0,85956
407,Andhra Pradesh-5-59-4,30,0.8,529.333,6,11,85,206.5,0,1550,4482,0,57052
408,Andhra Pradesh-5-59-5,42,0.8,353.667,12,12,50,151,0,1210,3296.581,0,25033
409,Andhra Pradesh-5-59-6,64.4,1.1,739,10,16.5,75,235.5,10,1400,9180,0,128500
410,Andhra Pradesh-5-59-7,57,1,678,12,14,95,251.5,13,2570,1097.4,0,94277
411,Andhra Pradesh-5-59-8,175,3.6,1834.333,12,43,220,957,30,7890,6789.375,0,113730
412,Andhra Pradesh-5-59-9,21,0.4,214.333,6,2,32,75.5,15,750,2895.2,0,540207
414,Andhra Pradesh-5-60-10,84,1.4,510,12,13,110,372.5,0,4870,1365,0,272274
415,Andhra Pradesh-5-60-3,58,0.8,337.666,12,13,60,154,0,2750,1190.296,0,153766
416,Andhra Pradesh-5-60-4,49,0.7,388.667,12,10,45,149,0,2460,1405.284,0,167444
417,Andhra Pradesh-5-60-5,124,2,599,18,23.5,139,465,0,7335,1315.798,0,66944
418,Andhra Pradesh-5-60-6,104,1.6,628,12,19.5,73,418,0,4840,2371.5,0,1322546
419,Andhra Pradesh-5-60-7,248,4.8,1272,36,45,354,1086,0,17960,4414.842,0,289640
420,Andhra Pradesh-5-60-8,75,1.2,372.333,12,12,95,264,0,4370,1912.381,0,130163
421,Andhra Pradesh-5-60-9,156,2.8,573,18,28,187,522,0,8150,626.087,0,55588
432,Assam-1-1-1,20.4,0.4,519.333,51,6,18,40.68,5,630,6174.667,0,25764.807
433,Assam-1-1-10,68.8,2.14,1891,232,24,112,124.16,8,1680,15972.035,0,91931.488
437,Assam-1-11-3,52.8,1.2,917.667,235,16,78,31.04,0,0,6800,0,130911
443,Assam-1-11-9,257.6,5.88,4503,1144,87,356,58.24,0,0,18600,0,183416
444,Assam-1-1-2,19.2,0.4,511.333,49,6,18,38.28,6,630,6260,0,39735.488
445,Assam-1-12-1,20.8,0.81,530.334,77,7,60,37.3,0,0,4360,0,83555
447,Assam-1-12-2,19.2,0.67,444,53,7,50,34.9,0,0,4268,0,96227
452,Assam-1-12-7,44.2,1.32,909.833,105,17,100,81.5,0,0,10440,0,80722.796
453,Assam-1-12-8,41.8,1.46,1006.334,131,20,105,72.1,0,138,8260,0,138511.407
455,Assam-1-1-3,26.8,0.54,657.333,62,8,24,49.2,5,840,7806,0,42401
457,Assam-1-13-10,56,1.74,761.667,93,12,102,133.5,18,640,2300.2,0,124988
466,Assam-1-1-4,40.8,0.8,955,62,12,36,83,6,1260,11002,0,47619.828
477,Assam-1-1-5,34.8,0.67,948.667,176,0,30,68.4,8,1300,9892,0,68562
488,Assam-1-1-6,46,1.2,1358,209,12,60,84.84,11,1260,12292,0,84224
499,Assam-1-1-7,41.6,1.07,1162.333,186,10,54,72.08,10,1050,10852,0,83818
500,Assam-1-1-8,68.4,2.01,1841.667,226,0,134,121.4,13,1680,15816.387,0,1047964
501,Assam-1-1-9,48.4,1.34,1389.333,234,12,68,87.6,6,1260,12265,0,102783.031
502,Assam-1-2-1,42.4,0.93,919,125,10,42,73.02,6,600,7738.333,0,186048
503,Assam-1-2-10,202.6,4.28,3586.666,342,64,178,339.88,0,4600,19863.351,0,381289
504,Assam-1-2-2,42.6,0.94,806.334,96,12,41,85.76,4,400,5695.68,0,132920
505,Assam-1-2-3,35.8,0.8,748,111,8,36,69.14,4,400,6365.76,0,140200
506,Assam-1-2-4,75.8,1.99,1850.333,402,10,96,93.27,8,600,7079.375,0,189934
507,Assam-1-2-5,58.6,1.34,1146.667,142,18,56,121.54,6,600,6437.667,0,147821.805
508,Assam-1-2-6,82,1.61,1451.001,134,24,65,168.86,5,1800,10356.165,0,196744
510,Assam-1-2-8,136,2.96,2652.332,279,40,135,225.86,0,2270,21675.49,0,367268
511,Assam-1-2-9,111.8,2.55,2182.333,225,36,140,179.14,0,2200,13441.964,0,257863
532,Assam-1-5-1,18,0.4,311.334,0,18,25,98.4,0,0,3338.625,0,18313
533,Assam-1-5-10,38.5,0.94,648,0,31,106,198.4,0,0,3752,0,136338
534,Assam-1-5-2,24.8,0.4,444,0,14,18,36.24,0,0,3602,0,10498
535,Assam-1-5-3,39.6,0.6,370.334,0,22,8,167.6,0,0,3985,0,20819
536,Assam-1-5-4,21.4,0.43,547.001,0,22,30,84,0,0,3340,0,17330
537,Assam-1-5-5,55.2,0.8,412.667,0,17,14,270.4,0,0,3756,0,13867
538,Assam-1-5-6,57.2,0.87,470.667,0,27,30,304.4,0,0,3920,0,13867
539,Assam-1-5-7,38,0.67,553.667,8,19,28,72,0,0,4711.231,0,71314
540,Assam-1-5-8,22,0.54,572,0,0,44,27.2,0,0,3203.25,0,241590
541,Assam-1-5-9,54.6,1.07,958.667,0,43,37,231.45,0,0,6407.278,0,29293
567,Assam-1-8-5,87,2.13,1690.67,443,25,103,96.82,0,0,9768,0,146788.953
568,Assam-1-8-6,47.6,1.47,825.166,0,0,115,34.92,0,0,7705.92,0,99899
569,Assam-1-8-7,65.5,1.47,920.667,0,45.5,72,75.6,0,0,10840,0,2512
570,Assam-1-8-8,62.8,1.2,1018.5,237,11,36,74.8,0,0,11357,0,71906
571,Assam-1-8-9,84.5,2.14,1656.667,593,16,98,69.55,0,0,13360,0,111741
593,Assam-2-18-10,82.8,2.67,1240,263,39,200,183.74,0,0,2880,0,121368
598,Assam-2-18-6,78,2.14,1320.667,184,6,186,165.4,0,0,3988,0,238178.906
599,Assam-2-18-7,50.8,1.88,1085.667,160,28,140,120.64,0,0,3245,0,188681.992
601,Assam-2-18-9,65.2,2.28,1375.666,47,47,170,108.56,0,0,2847.84,0,91868.109
604,Assam-2-19-2,84,1.62,776,0,38.5,100,116.2,0,1400,3000,0,24580
608,Assam-2-19-6,56.4,1.02,707.667,126,10,64,67.4,11,0,4000,0,929973.938
611,Assam-2-19-9,145.2,2.92,1343,0,92,176,209.8,0,0,4000,0,34750
613,Assam-2-20-10,148.8,3.46,1549,192,97,168,203.6,13,0,4000,0,131606
619,Assam-2-20-7,210,3.19,1423.333,0,120,192,123.42,0,0,8500,0,28222
621,Assam-2-20-9,215,4.66,1976.334,0,0,469,230.3,0,4400,5724,0,190835
623,Assam-2-21-10,272,5.34,2932.667,430,81,340,167.5,18,0,17422.08,0,202074
624,Assam-2-21-2,47.6,1.07,547.999,17,17,70,27.1,0,0,1980,0,5124
625,Assam-2-21-3,54.4,1.07,593,18,21,68,40.7,0,0,1978,0,11856
626,Assam-2-21-4,90.8,1.74,1178.001,254,10,110,23,0,0,6457,0,259456
629,Assam-2-21-7,135,2.67,1433.667,42,65,160,73.8,0,350,6690,0,17096
631,Assam-2-21-9,278,5.34,2613.999,0,53,473,169.8,0,0,17757.121,0,186033
704,Assam-3-29-2,19.2,0.81,677,187,0,34,66,14,0,450,0,103764
705,Assam-3-29-3,19.2,0.94,683.333,199,4,48,26.6,12,0,350,0,115848
707,Assam-3-29-5,25.6,1.34,943.333,216,10,60,67.38,11,0,500,0,144519
708,Assam-3-29-6,23.04,1.07,822.333,245,0,48,45.4,15,0,400,0,144486
709,Assam-3-29-7,30.72,1.34,802.333,181,10,65,49.08,17,0,500,0,161600
711,Assam-3-29-9,46.08,2.4,1663.668,82,61,108,77.08,16,0,900,0,286877
871,Bihar-1-10-1,27.9,0.8,464,0,4.4,40,81.16,0,0,3400,0,64038
872,Bihar-1-10-10,71.2,2,1229.667,0,11.1,100,197.8,0,0,618.8,0,170735
873,Bihar-1-10-2,14.2,0.4,259,0,2.35,21,42,0,0,2200,0,58857
874,Bihar-1-10-3,42.2,1.2,750,0,0,66.75,117.18,0,0,3540,0,1525976
875,Bihar-1-10-4,42.3,1.2,603,0,6.15,60,114.8,0,0,5900,0,72903
876,Bihar-1-10-5,41.4,1.2,756.001,0,0,66.6,116.64,0,0,3420,0,1465948
877,Bihar-1-10-6,56.1,1.6,986,0,8.95,80,171.86,0,0,884.009,0,227830
878,Bihar-1-10-7,111,3.2,1761.001,0,0,177.6,293.52,0,0,9028.175,0,2355372
879,Bihar-1-10-8,71.2,2,1108.334,0,11.15,100,197.06,0,0,5400,0,220775
880,Bihar-1-10-9,108.2,3.2,1815.667,0,0,192.6,300.38,0,0,9060,0,2213652
881,Bihar-1-1-1,22.2,0.8,500,0,4.4,40,90.46,0,0,1080,0,35136
882,Bihar-1-1-10,128.9,4.4,2564,0,0,244.2,364.6,0,0,5820,0,1137360
883,Bihar-1-11-1,14.1,0.46,285.666,0,4.65,25,53.82,0,0,2520,0,14876
884,Bihar-1-11-10,137.95,4.4,2375.667,0,43.45,165,704.5,0,0,21840,0,273384
885,Bihar-1-11-2,5.4,0.18,108.333,0,1.8,9,21.06,0,0,1200,0,918
886,Bihar-1-11-3,30.4,1,530.999,0,10.1,50,117,0,0,6000,0,7396
887,Bihar-1-11-4,52,1.7,973,0,17.6,85,198.9,0,0,10440,0,284106
888,Bihar-1-11-5,72.7,2.4,1195.334,0,26.1,130,280.8,0,0,14280,0,16756
889,Bihar-1-11-6,60.9,2,1198.333,0,7.35,84.5,278,0,0,606.9,0,66531
890,Bihar-1-11-7,84.95,2.8,1304,0,27.5,140,327.6,0,0,16680,0,3518
891,Bihar-1-11-8,79.25,2.6,1188.333,0,24.5,130,331.8,0,0,11280,0,36672
892,Bihar-1-11-9,115.85,3.8,1993.667,0,14.6,159.25,599.7,0,0,11580,0,174732
893,Bihar-1-1-2,10.5,0.38,227,0,2.1,19,33.02,0,0,800,0,220
894,Bihar-1-12-1,11.77,0.32,282.001,0,1.75,16,33.12,0,0,910,0,1770
895,Bihar-1-12-10,80.8,2.2,1525.663,0,0,122.1,242,0,0,3060,0,1512462
896,Bihar-1-12-2,4.45,0.12,112,0,0.4,6,11.56,0,0,390,0,294
897,Bihar-1-12-3,33.04,0.9,608.667,0,0,49.95,94.4,0,0,1080,0,696984
898,Bihar-1-12-4,36.72,1,690.333,0,0,55.5,105.5,0,0,1260,0,944654
899,Bihar-1-12-5,74.7,2,1353.334,0,0,111,224.8,0,0,2700,0,1394412
900,Bihar-1-12-6,85,2.3,1602.666,0,12.65,115,279.22,0,0,6740,0,1216
901,Bihar-1-12-7,65.6,1.8,1179.666,0,0,99.9,218.7,0,0,4940,0,603837
902,Bihar-1-12-8,96,2.6,1716,0,0,144.3,292.9,0,0,3480,0,2292480
903,Bihar-1-12-9,103.3,2.8,1646.334,0,0,155.4,254,0,0,3540,0,387880
904,Bihar-1-1-3,34,1.2,748,0,6.6,60,114.66,0,0,1560,0,26340
905,Bihar-1-1-4,21.8,0.75,425.667,0,4.1,37,64.58,0,0,960,0,78165
906,Bihar-1-1-5,21.5,0.8,496.334,0,4.3,39,72,0,0,1080,0,136227
907,Bihar-1-1-6,60.6,2.16,1331.667,0,11.9,108,191.7,0,0,2820,0,152031
908,Bihar-1-1-7,66.7,2.42,1483.667,0,13.35,116,219.68,0,0,2960.079,0,79384
909,Bihar-1-1-8,43.2,1.8,1074.667,0,0,97.9,163.52,0,0,2200.451,0,620442
910,Bihar-1-1-9,51.2,1.8,1139,0,9.9,90,156.02,0,0,2302.818,0,23538
911,Bihar-1-2-1,21.7,0.8,521.333,0,4.4,40,42.52,0,0,6300,0,17526
912,Bihar-1-2-10,187.8,6.2,3363,0,0,344.3,472.1,0,0,17100,0,2428770
913,Bihar-1-2-2,22.3,0.8,481.334,0,4.4,40,58.72,0,0,5000,0,27740
914,Bihar-1-2-3,42.2,1.38,842,0,7.6,70,105.08,0,0,5340,0,83232
915,Bihar-1-2-4,48.9,1.6,980.333,0,8.85,80,123.9,0,0,5760,0,68166
916,Bihar-1-2-5,59.7,2,1130.667,0,0,111,154.2,0,0,7020,0,1423038
917,Bihar-1-2-6,60.55,2,1189.333,0,10.8,100,146.3,0,0,7260,0,104544
918,Bihar-1-2-7,109.45,3.6,1920.334,0,19.65,180,279.8,0,0,11160,0,199068
919,Bihar-1-2-8,109.05,3.66,1924.333,0,19.55,185,278.9,0,0,19100,0,23848
920,Bihar-1-2-9,182.1,6,3375.001,0,31.2,270,424.8,0,0,18540,0,350165
921,Bihar-1-3-1,6.3,0.2,179,0,1.25,10,12.28,0,0,95.2,0,25072
922,Bihar-1-3-10,61.5,2,1349.667,0,11.75,100,108.58,0,0,2712.172,0,100180
923,Bihar-1-3-2,24.95,0.81,713.333,0,4.75,41,44.36,0,0,4500,0,34092
924,Bihar-1-3-3,37.05,1.21,811.667,0,14,61,78.44,0,0,5700,0,1656
925,Bihar-1-3-4,38.1,1.21,746.332,0,7.75,70,75.88,0,0,5000,0,40920
926,Bihar-1-3-5,31.2,1.01,630.001,0,5.75,51,58.84,0,0,4300,0,1341
927,Bihar-1-3-6,50,1.62,1055.004,0,0,92.75,96.2,0,0,1786.686,0,1344592
928,Bihar-1-3-7,61,2.02,1104,0,12,100,122.42,0,0,8300,0,46708
929,Bihar-1-3-8,96.5,3.24,1870.667,0,0,183,166.42,0,0,5739.377,0,1343188
930,Bihar-1-3-9,85,2.83,1818.001,0,15.5,145,188.95,0,0,999.6,0,117300
941,Bihar-1-5-1,10.7,0.4,224,0,2,20,33.88,3.3,0,2800,0,394
942,Bihar-1-5-10,458.7,16,8238,0,88.5,800,1383.72,90.5,0,96100,0,405160
943,Bihar-1-5-2,8,0.26,135.333,0,1.75,13,20.6,1.5,0,1400,0,98
944,Bihar-1-5-3,43,1,542.667,0,5.6,50,85.2,5.5,0,5100,0,230
945,Bihar-1-5-4,70,1.6,944.666,0,8.95,80,194.4,17,0,11600,0,788
946,Bihar-1-5-5,59,2,1061.334,0,11,100,178.6,12.1,0,12000,0,418
947,Bihar-1-5-6,59.5,2,1112.667,0,11,100,171.7,11.5,0,12000,0,418
948,Bihar-1-5-7,59.5,2,945.333,0,11,100,176.3,11.5,0,12000,0,460
949,Bihar-1-5-8,123.5,4,2051.333,0,0,222,348,24.5,0,24000,0,1616520
950,Bihar-1-5-9,143,4.8,2549.335,0,26.6,240,411.62,30.5,0,31200,0,2670
951,Bihar-1-6-1,21.5,0.5,596,0,2.4,25,94.26,0,0,1100,0,21346
952,Bihar-1-6-10,114.1,3.8,2938.667,0,20.25,192,468.8,0,0,18000,0,66015
953,Bihar-1-6-2,24,0.8,724,0,4.4,40,94.5,0,0,4200,0,20636
954,Bihar-1-6-3,45.7,1.4,1161.334,0,7.7,70,198.9,0,0,7300,0,53178
955,Bihar-1-6-4,56.5,1.8,1676,0,10.5,97,245,0,0,9700,0,38709
956,Bihar-1-6-5,55.5,1.8,1734.666,0,10.1,100,276.1,0,0,10700,0,69135
957,Bihar-1-6-6,42,1.4,1367.999,0,7.7,75,176.1,0,0,7400,0,75879
958,Bihar-1-6-7,106,3.8,3360,0,20.9,200,471.6,0,0,17800,0,26403
959,Bihar-1-6-8,70,2.4,2110,0,13.2,120,277.3,0,0,12000,0,54966
960,Bihar-1-6-9,108.5,3.8,2960,0,21,200,452,0,0,16300,0,92331
961,Bihar-1-7-1,10.5,0.4,276.666,0,2.2,20,33.12,0,0,800,0,5164
962,Bihar-1-7-10,117.6,4,2472,0,22,196,331.58,0,0,5280,0,388224
963,Bihar-1-7-2,10.9,0.4,245,0,2.2,20,36.5,0,0,480,0,121630
964,Bihar-1-7-3,28.4,1,596.667,0,5.5,50,80.96,0,0,1380,0,166631
965,Bihar-1-7-4,31.3,1.1,716,0,6.05,54,91.7,0,0,2400,0,34874
966,Bihar-1-7-5,42.8,1.5,913,0,0,83.25,126.84,0,0,1920,0,1599652
967,Bihar-1-7-6,81.9,2.9,1814.334,0,15.95,139,220.56,0,0,3840,0,247984
968,Bihar-1-7-7,121.1,4.1,2479,0,22.55,205,339.66,0,0,5400,0,365304
969,Bihar-1-7-8,83.8,3,1848.666,0,0,160.5,246.76,0,0,3960,0,1634256
970,Bihar-1-7-9,126.8,4.5,2738.333,0,0,249.75,325.58,0,0,5940,0,3022926
971,Bihar-1-8-1,9.67,0.3,242,0,1.8,3,35.62,0,0,1756,0,9558
972,Bihar-1-8-10,37.58,1.2,903,0,6.35,12,161.74,0,0,1042.826,0,87266
973,Bihar-1-8-2,15.86,0.5,371,0,2.75,5,69.08,0,0,2370,0,39460
974,Bihar-1-8-3,26.52,0.84,616,0,4.55,8.4,113.3,0,0,3816,0,93315
975,Bihar-1-8-4,26.28,0.84,605,0,4.55,8.4,112.8,0,0,3960,0,29347
976,Bihar-1-8-5,37.98,1.2,919,0,0,19.35,161.54,0,0,1125.013,0,1838888
977,Bihar-1-8-6,28.88,0.92,681,0,5.05,9.2,125.06,0,0,4230,0,74664
978,Bihar-1-8-7,62.32,2,1474,0,0,30.85,268,0,0,2161.69,0,385219
979,Bihar-1-8-8,41.04,1.3,983,0,5.6,13,175.44,0,0,497.679,0,94623
980,Bihar-1-8-9,65.61,2.1,1513,0,11.35,21,279.6,0,0,3393.998,0,53153
981,Bihar-1-9-1,5.65,0.15,132,0,0.8,7,17.88,0,0,422,0,21404
982,Bihar-1-9-10,115.56,3.18,2131.334,0,17.4,159,325.4,0,0,4020,0,194000
983,Bihar-1-9-2,3.74,0.1,91.333,0,0.47,4.5,10.92,0,0,260,0,32014
984,Bihar-1-9-3,31.66,0.85,571,0,4.7,41,90,0,0,2210,0,121071
985,Bihar-1-9-4,32.05,0.85,587,0,4.67,42,96.76,0,0,2340,0,86280
986,Bihar-1-9-5,32.49,0.9,655.333,0,4.97,44,105.92,0,0,2340,0,163768
987,Bihar-1-9-6,31.8,0.85,575.333,0,4.67,42,89.54,0,0,2210,0,120144
988,Bihar-1-9-7,37.06,1,679.666,0,0,54.5,106.6,0,0,1260,0,229294
989,Bihar-1-9-8,64.82,1.8,1183.334,0,9.9,90,218.7,0,0,2220,0,156624
990,Bihar-1-9-9,76.63,2.15,1432.667,0,11.85,107,242.14,0,0,2700,0,233660
1001,Bihar-2-15-1,4.4,0.18,117,0,1,9,18.82,0,0,800,0,7706
1002,Bihar-2-15-10,80.3,3.5,1518.667,0,0,193.35,388.3,0,0,7080,0,840494
1003,Bihar-2-15-2,4.32,0.18,111,0,1,9,18.18,0,0,800,0,44150
1004,Bihar-2-15-3,33.45,1.2,589.333,0,6.6,60,133.32,0,0,4400,0,7126
1005,Bihar-2-15-4,36.8,1.6,715.667,0,8.8,80,171.32,0,0,963.802,0,63592
1006,Bihar-2-15-5,71.6,3.2,1270,0,14.25,160,327.92,0,0,11600,0,8720
1007,Bihar-2-15-6,43.18,2,797.333,0,11,90,187.7,0,0,6000,0,2290
1008,Bihar-2-15-7,92.4,4,1699.333,0,22,200,624,0,0,8640,0,7274
1009,Bihar-2-15-8,85.1,3.8,1532.667,0,21.4,190,423.56,0,0,5340,0,52978
1010,Bihar-2-15-9,91.2,3.8,1516.334,0,0,210.1,651,0,0,8160,0,280724
1021,Bihar-2-17-1,11.8,0.5,275,0,2.35,21,34.42,0,0,2000,0,65427
1022,Bihar-2-17-10,99.3,4,2140.666,0,22,200,336,0,0,17200,0,126785
1023,Bihar-2-17-2,20.9,0.8,531,0,4.4,40,69.76,0,0,3800,0,58191
1024,Bihar-2-17-3,30.3,1.2,682.333,0,6.4,60,104.64,0,0,5900,0,132376
1025,Bihar-2-17-4,30.6,1.2,650.333,0,6.6,60,104.64,0,0,5900,0,73503
1026,Bihar-2-17-5,58.1,2,1116,0,11.15,100,175.04,0,0,9600,0,202740
1027,Bihar-2-17-6,60.1,2.4,1342.666,0,13.3,120,209.28,0,0,10500,0,179230
1028,Bihar-2-17-7,50.3,2,1234.667,0,11.1,100,174.4,0,0,8200,0,129185
1029,Bihar-2-17-8,99.2,4,2143.667,0,22,200,346.96,0,0,10680,0,268884
1030,Bihar-2-17-9,99.8,4,2298.334,0,22,200,345.12,0,0,10680,0,302712
1031,Bihar-2-18-1,3.97,0.1,76.67,0,0.65,4,13.64,0,0,700,0,1716
1032,Bihar-2-18-10,153.58,4.8,2797.667,0,24,192,698.28,0,0,17880,0,129018
1033,Bihar-2-18-2,31.67,0.8,491,0,4,32,119.04,30,0,2940,0,70935
1034,Bihar-2-18-3,44.91,1.2,732.667,0,6,48,182.08,0,0,8100,0,1984
1035,Bihar-2-18-4,39.15,1,584,0,5,40,118.68,0,0,3780,0,60240
