DMU,State-Zone-Tehsil-Cultivator No.,Main Product (Qtls.),Sum of Main Product (Rs.),By Product (Rs.),Ha-months in ground (Ha.),Crop Area (Ha.),Family Labour (Hrs.),Family Labour (Rs.),Attached Labour (Hrs.),Attached Labour (Rs.),Casual Labour (Hrs.), Casual Labour (Rs.),Hired Animal Labour (Hrs.),Hired Animal Labour (Rs.),Owned Animal Labour (Rs.),Owned Animal Labour (Hrs.),Hired Machine (Hrs.),Hired Machine (Rs.),Own Machine (Hrs.),Own Machine (Rs.),Seed Qty. (Kg.),Seed Value (Rs.),Fertiliser (N) (Kg.),Fertiliser (N) (Rs.),Fertiliser (P) (Kg.),Fertiliser (P) (Rs.),Fertiliser (K) (Kg.),Fertiliser (K) (Rs.),Other Fertiliser (Kg.),Other Fertiliser (Rs.),Total Fertiliser (Kg.), Total Fertiliser (Rs.),Manure (Qtl.),Manure (Rs.),Insecticides (Rs.),Own Irrigation Machine (Hrs.),Own Irrigation Machine (Rs.),Hired Irrigation Machine (Hrs.),Hired Irrigation Machine (Rs.),Other Irrigation Charges (Rs),Miscelaneous Cost (Rs.),Land Revenue (Rs.),Rent Paid for Leased in Land (Rs.),Imputed Rent (Rs.),Total Depreciation (Rs.), Total Capital (Rs.),Sample No. of Growers in size group,Total Number of Growers in size group,Cluster Factor/Weight,Area of all selected crops in Village (Ha.),No. of Villages in Tehsil,Area of Crop in Zone (Ha.),Production of Crop in Zone (Qtl.),Sum of No. of Tehsils in Zone,Sum of Sample Tehsils in Zone,Sum of Area of all selected crops in Zone (Ha.),Sum of Interest on working capital rate(%),Sum of Interest on fixed capital rate(%),Sum of Minimum Rent (%age of GVO),Sum of Maximum Rent (%age of GVO),Sum of Sample Zone in State,Sum of Sample Clusters in State,Sum of Tenure,Sum of Variety,Sum of Size Group
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,5.5,650,85,329458,1156553,40,9,586820,12.5,10,0,40,6,60,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,5.5,650,85,329458,1156553,40,9,586820,12.5,10,0,40,6,60,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,5,650,85,329458,1156553,40,9,586820,12.5,10,0,40,6,60,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,5,650,85,329458,1156553,40,9,586820,12.5,10,0,40,6,60,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,650,85,329458,1156553,40,9,586820,12.5,10,0,40,6,60,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,650,85,329458,1156553,40,9,586820,12.5,10,0,40,6,60,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,650,85,329458,1156553,40,9,586820,12.5,10,0,40,6,60,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,185,92.5,220,105,329458,1156553,40,9,586820,12.5,10,0,40,6,60,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,12,880,420,1317832,4626212,160,36,2347280,50,40,0,160,24,240,4,200,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,370,185,440,210,658916,2313106,80,18,1173640,25,20,0,80,12,120,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,22,440,210,658916,2313106,80,18,1173640,25,20,0,80,12,120,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,3.2,440,210,658916,2313106,80,18,1173640,25,20,0,80,12,120,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,3.2,440,210,658916,2313106,80,18,1173640,25,20,0,80,12,120,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,24,4.8,660,315,988374,3469659,120,27,1760460,37.5,30,0,120,18,180,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,1.6,220,105,329458,1156553,40,9,586820,12.5,10,0,40,6,60,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,24,4.8,660,315,988374,3469659,120,27,1760460,37.5,30,0,120,18,180,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,4,452,87,139869,637343,42,12,863981,12.5,10,0,40,6,60,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,4,452,87,139869,637343,42,12,863981,12.5,10,0,40,6,60,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,30,375,94,139869,637343,42,12,863981,12.5,10,0,40,6,60,1,60,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,168,84,150,142,139869,637343,42,12,863981,12.5,10,0,40,6,60,1,60,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,168,84,150,142,139869,637343,42,12,863981,12.5,10,0,40,6,60,1,60,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,42,42,300,284,279738,1274686,84,24,1727962,25,20,0,80,12,120,2,110,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,150,142,139869,637343,42,12,863981,12.5,10,0,40,6,60,1,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,150,142,139869,637343,42,12,863981,12.5,10,0,40,6,60,1,60,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,300,284,279738,1274686,84,24,1727962,25,20,0,80,12,120,2,110,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,224,112,378,106,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,378,106,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,448,224,756,212,1663250,4127526,48,14,5990560,25,20,25,66.66,16,142,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,4,378,106,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,24,8,756,212,1663250,4127526,48,14,5990560,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,4,378,106,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,2.5,756,212,1663250,4127526,48,14,5990560,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,2.5,756,212,1663250,4127526,48,14,5990560,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,2.5,756,212,1663250,4127526,48,14,5990560,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1.25,378,106,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,197,65.667,2285,403,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2285,403,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,197,65.667,2285,403,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,197,65.667,2285,403,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,3,2285,403,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,3,2285,403,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,3,2285,403,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,3,2285,403,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,3,2285,403,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2285,403,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,207,25.875,572,407,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1.5,572,407,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,207,25.875,572,407,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,207,25.875,572,407,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,207,25.875,572,407,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,207,25.875,572,407,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,207,25.875,572,407,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,207,25.875,572,407,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,207,25.875,572,407,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1.5,572,407,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,219,27.375,304,160,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,608,320,1663250,4127526,48,14,5990560,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,219,27.375,304,160,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,219,27.375,304,160,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,219,27.375,304,160,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,219,27.375,304,160,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,219,27.375,304,160,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,219,27.375,304,160,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,219,27.375,304,160,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,304,160,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,202,67.333,80,394,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,80,394,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,202,67.333,80,394,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,202,67.333,80,394,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,2.334,160,788,1663250,4127526,48,14,5990560,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,2.334,160,788,1663250,4127526,48,14,5990560,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,2.334,160,788,1663250,4127526,48,14,5990560,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,1.167,80,394,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,28,4.668,320,1576,3326500,8255052,96,28,11981120,50,40,50,133.32,32,284,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,2.334,160,788,1663250,4127526,48,14,5990560,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,22,3.666,1274,970,1663250,4127526,48,14,5990560,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,164,164,637,485,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31,15.5,637,485,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31,15.5,637,485,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,22,3.666,1274,970,1663250,4127526,48,14,5990560,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,1.833,637,485,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,1.833,637,485,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,22,3.666,1274,970,1663250,4127526,48,14,5990560,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,208,104,305,257,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,1.5,305,257,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,208,104,305,257,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,1.5,305,257,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,1.5,305,257,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,1.5,305,257,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,1.5,305,257,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,1.5,305,257,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,1.5,305,257,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,1.5,305,257,831625,2063763,24,7,2995280,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,155,155,248,51,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,1.5,248,51,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,20,248,51,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,1.5,248,51,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,1.5,248,51,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,1.5,248,51,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,1.5,248,51,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,18,3,496,102,497466,1303008,64,10,3577434,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60,30,1232,210,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1232,210,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,50,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60,30,1232,210,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,7.5,1232,210,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,7.5,1232,210,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1.667,1232,210,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1.667,1232,210,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,3.334,2464,420,497466,1303008,64,10,3577434,25,20,25,66.66,16,142,2,100,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,9,709,182,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,34,709,182,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,16,4,2328,566,497466,1303008,64,10,3577434,25,20,25,66.66,16,142,2,110,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,129,129,1164,283,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,60,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,42,21,1164,283,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,42,21,1164,283,248733,651504,32,5,1788717,12.5,10,12.5,33.33,8,71,1,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,42,21,2328,566,497466,1303008,64,10,3577434,25,20,25,66.66,16,142,2,120,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,42,21,2328,566,497466,1303008,64,10,3577434,25,20,25,66.66,16,142,2,110,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,16,4,2328,566,497466,1303008,64,10,3577434,25,20,25,66.66,16,142,2,120,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,16,4,2328,566,497466,1303008,64,10,3577434,25,20,25,66.66,16,142,2,110,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,16,4,2328,566,497466,1303008,64,10,3577434,25,20,25,66.66,16,142,2,120,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,110,110,828,211,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,828,211,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17,3.4,828,211,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17,3.4,828,211,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17,3.4,828,211,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17,3.4,828,211,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,51,10.2,2484,633,2463414,5873922,102,27,9047217,37.5,30,37.5,99.99,24,213,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,828,211,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,0.833,500,197,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,52,26,1000,394,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,52,26,1000,394,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,2,1000,394,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,500,197,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,2,1000,394,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,2,1000,394,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,2,1000,394,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,6
