DMU,State-Zone-Tehsil-Cultivator No.,Main Product (Qtls.),Crop Area (Ha.),Total Human Labour (Hrs.),Total Animal Labour (Hrs.),Hired Machine (Hrs.),Total Machine Hours (Hrs.),Total Fertiliser (Kg.),Manure (Qtl.),Insecticides (Rs.),Miscelaneous Cost (Rs.), Total Capital (Rs.)
1,Andhra Pradesh-1-1-1,40,0.77,367,0,12.6,60,115,20,1700,0,80
2,Andhra Pradesh-1-1-10,100,1.78,376.667,0,13.75,110,288.2,37,1900,0,360
3,Andhra Pradesh-1-1-2,46.4,0.83,485.334,0,13.15,70,130.7,17,1100,0,160
4,Andhra Pradesh-1-1-3,72,1.38,622.999,0,17.6,100,194.9,26,1300,0,140
5,Andhra Pradesh-1-1-4,90.4,1.6,723.001,0,22.5,120,231.2,28,2150,0,180
6,Andhra Pradesh-1-1-5,120,2.3,806.333,0,37.55,170,397.5,46,4050,0,1020
7,Andhra Pradesh-1-1-6,98.4,1.7,724.334,0,20.7,130,293.2,28,1300,0,120
8,Andhra Pradesh-1-1-7,88.8,1.54,331,0,17.35,115,230.1,36,4130,0,60
9,Andhra Pradesh-1-1-8,103.2,1.86,597.667,0,21.4,145,295.1,34,2300,0,100
10,Andhra Pradesh-1-1-9,156,2.85,1250,0,38.2,200,421.4,44,4000,0,540
21,Andhra Pradesh-1-3-1,38.5,0.8,898.667,112,12,66,140,50,300,0,39239
22,Andhra Pradesh-1-3-10,272,5.6,3105.334,206,52.9,420,1072,85,1800,0,1275
23,Andhra Pradesh-1-3-2,40,0.88,952.667,88,10,66,152,40,300,0,40626
24,Andhra Pradesh-1-3-3,61.5,1.5,1364.667,186,19.2,120,259.4,65,960,0,62860
25,Andhra Pradesh-1-3-4,71,1.66,1719.996,243,19,120,284.5,75,1060,0,78060
26,Andhra Pradesh-1-3-5,145,2.9,2235,115,40.3,165,496.62,120,1600,0,920.68
27,Andhra Pradesh-1-3-6,123,2.4,1853.666,148,26,180,447,100,1140,0,81346
28,Andhra Pradesh-1-3-7,205,4.08,3271.601,272,42.3,300,647,105,1810,0,144453
29,Andhra Pradesh-1-3-8,227,4.4,3195.333,267,46.6,330,758.5,120,1980,0,143211
30,Andhra Pradesh-1-3-9,260,5.06,3312,176,59.3,375,970,105,1860,0,1821
41,Andhra Pradesh-1-5-1,7,0.2,201.333,0,11,15,66.5,10,1500,0,736
42,Andhra Pradesh-1-5-10,24,0.6,594,0,11,45,199.5,20,4500,0,1388
43,Andhra Pradesh-1-5-2,7,0.2,191.333,0,11,15,66.5,10,1500,0,954
44,Andhra Pradesh-1-5-3,23,0.6,547,0,31,45,199.5,30,4500,0,1009
45,Andhra Pradesh-1-5-4,30,0.8,742,0,40,60,266,40,6000,0,837
46,Andhra Pradesh-1-5-5,15,0.4,377,0,20,30,133,20,9000,0,837
47,Andhra Pradesh-1-5-6,48,1.2,1111,0,54,90,399,30,9000,0,837
48,Andhra Pradesh-1-5-7,48,1.2,1118,0,54,90,399,30,9000,0,1009
49,Andhra Pradesh-1-5-8,49,1.2,1100,0,54,90,399,30,9000,0,1388
93,Andhra Pradesh-2-13-4,114,1.6,962.667,0,24,80,362.4,80,5200,0,685
99,Andhra Pradesh-2-14-1,78.75,1.32,434,0,11.6,80,327,0,4258,0,126
100,Andhra Pradesh-2-14-10,883.5,15.36,4472,0,169,950,3648,0,43450,0,126
101,Andhra Pradesh-2-14-2,101.25,1.7,593.666,0,17.3,100,406,0,3487,0,126
102,Andhra Pradesh-2-14-3,169.5,2.88,916,0,31.9,200,676,0,8036,0,126
103,Andhra Pradesh-2-14-4,241.5,4.18,1274.334,0,46.6,280,872,0,11585,0,126
104,Andhra Pradesh-2-14-5,273.75,4.7,2144,0,41.9,330,1172,0,16100,0,11000
105,Andhra Pradesh-2-14-6,315.75,5.38,1571.666,0,60.9,330,1180,0,14160,0,200
106,Andhra Pradesh-2-14-7,472.5,8.02,2381,0,92,500,2042,0,23000,0,94
107,Andhra Pradesh-2-14-8,699.75,11.84,5286,0,105.3,820,2832,0,32390,0,6980
108,Andhra Pradesh-2-14-9,790.5,13.38,4115.666,0,146.4,850,3262,0,36159,0,600
110,Andhra Pradesh-2-15-4,11.25,0.202,77.917,1.25,3.5,15,56.5,0,1000,75,67310
111,Andhra Pradesh-2-15-5,34.5,0.607,229,0,13,0,234,0,2630,225,712
137,Andhra Pradesh-2-23-1,53.5,0.8,575.334,0,14.5,60,140,0,1100,0,27204
138,Andhra Pradesh-2-23-10,375,6,4282,42,116,500,1135,0,15500,0,110520
139,Andhra Pradesh-2-23-2,38,0.6,416.333,5,17,40,85,0,1360,0,49338
140,Andhra Pradesh-2-23-3,105,1.6,1564.334,0,38,120,227,0,4420,0,105156
141,Andhra Pradesh-2-23-4,108,1.6,941.333,0,20,110,343,0,600,0,72708
142,Andhra Pradesh-2-23-5,157,2.4,1787.333,0,36,180,322,0,3500,0,154032
143,Andhra Pradesh-2-23-6,189,3,3106,12,40,200,635.5,0,6480,0,67560
144,Andhra Pradesh-2-23-7,257,4,3330,0,69,300,1366,0,10490,0,129580
145,Andhra Pradesh-2-23-8,340,5.4,3450.333,0,84.1,400,1284,0,7700,0,168456
146,Andhra Pradesh-2-23-9,379,6,3967,0,91,500,1375,0,13000,0,180524
163,Andhra Pradesh-2-9-1,101,1.6,1038,0,12.9,120,427.6,0,7061,0,10580
164,Andhra Pradesh-2-9-10,749,11.08,4995.667,0,91.6,810,3005.55,0,53052,0,42728
165,Andhra Pradesh-2-9-2,98.25,1.6,1030,0,12.9,120,399.2,0,7892,0,16660
166,Andhra Pradesh-2-9-3,208,3.24,1742,0,27,240,770.2,0,18379,0,20042
167,Andhra Pradesh-2-9-4,232,3.78,1821,0,31,280,854.7,0,20568,0,20812
168,Andhra Pradesh-2-9-5,374.25,5.66,2510,0,45.95,390,1473.9,0,28261,0,20310
169,Andhra Pradesh-2-9-6,379.5,5.82,2562,0,49.65,400,1483.6,0,30145,0,16340
170,Andhra Pradesh-2-9-7,416,6.5,2934,0,52.3,460,1619.2,0,39222,0,22638
171,Andhra Pradesh-2-9-8,429,6.5,2818,0,52,426,1707,0,31172,0,21570
172,Andhra Pradesh-2-9-9,883,13.34,5735,0,111.3,920,3560.8,0,77024,0,54956
202,Andhra Pradesh-3-28-5,34.5,0.6,672,12,39,54,246,0,3670,0,1726
223,Andhra Pradesh-3-33-1,120,1.8,538,0,31,120,272,0,4350,0,127290
224,Andhra Pradesh-3-33-10,1089,14.92,4169.668,0,237,968,3607,170,44020,0,876792
225,Andhra Pradesh-3-33-2,109,1.6,561.333,0,30,60,315,0,3700,0,99802
226,Andhra Pradesh-3-33-3,283,3.8,896,6,80,270,869,0,10475,0,184170
227,Andhra Pradesh-3-33-4,180,2.6,979,84,53,190,469,40,4825,0,245372
228,Andhra Pradesh-3-33-5,352,5.08,1769.333,0,91,418,1068,0,8188,0,520932
229,Andhra Pradesh-3-33-6,456.5,6.68,1969,0,125,560,1460,0,14500,0,93548
230,Andhra Pradesh-3-33-7,557.5,8.4,3040.333,0,125,637,1952,0,20220,0,544592
232,Andhra Pradesh-3-33-9,650.5,10.4,2984.667,0,153,886,2229.5,0,19730,0,361722
413,Andhra Pradesh-5-60-1,27.5,0.6,163.667,6,8,30,124,0,1580,0,231
422,Assam-1-10-1,19.2,0.67,482,108,9,40,20.7,0,0,0,55814.91
423,Assam-1-10-10,31.6,0.94,775,178,10,56,0,0,0,0,114636.344
424,Assam-1-10-2,26,0.81,578,86,0,63,0,0,0,0,474452
425,Assam-1-10-3,30.8,0.94,682.333,95,0,90,0,0,0,0,209630
426,Assam-1-10-4,45.6,1.34,992.667,138,9,108,24.84,0,0,0,172878.828
427,Assam-1-10-5,80.4,2.8,1993.333,406,0,240,0,0,0,0,250748.14
428,Assam-1-10-6,94.8,3.2,2270.333,486,41,192,0,0,0,0,106742
429,Assam-1-10-7,150.4,4.67,3537,810,53,280,0,0,0,0,156073.77
430,Assam-1-10-8,146.8,4.67,3134,417,42,372,0,0,0,0,597496.734
431,Assam-1-10-9,67.6,2.41,1602,286,39,144,0,0,0,0,110729.204
434,Assam-1-11-1,22.6,0.67,491,145,10,44,21.62,0,0,0,77664
435,Assam-1-11-10,159.04,4.15,3032,875,48,276,143.06,0,0,0,145962
436,Assam-1-11-2,19.4,0.67,491.334,149,8,41,21.16,0,0,0,92040
438,Assam-1-11-4,50.1,1.48,1042.667,270,17,98,50.14,0,0,0,140373
439,Assam-1-11-5,52.9,1.47,1085.67,278,18,106,50.6,0,0,0,147540
440,Assam-1-11-6,60.8,1.87,1287,380,24,125,58.88,0,0,0,86964.5
441,Assam-1-11-7,78.4,2.27,1548.667,455,29,140,73.14,0,0,0,92798
442,Assam-1-11-8,83,2.27,1639,448,28,147,78.2,0,0,0,118586
446,Assam-1-12-10,51.4,1.45,1172.165,141,21,100,118.7,0,220,0,137034
448,Assam-1-12-3,37.8,0.94,813.666,94,13,65,99,0,0,0,82580
449,Assam-1-12-4,35,0.79,734.667,85,12,55,88.38,0,0,0,89806
450,Assam-1-12-5,47.6,1.46,978.667,119,19,105,80.8,0,0,0,89118
451,Assam-1-12-6,51,1.72,1216,150,24,125,80.8,0,165,0,136953
454,Assam-1-12-9,49.8,2.15,1331.333,164,28,150,74.4,0,0,0,153831
456,Assam-1-13-1,20.8,0.81,289.999,21,12,36,32.76,7,0,0,65347.911
458,Assam-1-13-2,12,0.67,288.167,57,5,30,11.5,5,300,0,56988.222
459,Assam-1-13-3,17.6,0.54,259,47,2,24,38.2,11,480,0,44700
460,Assam-1-13-4,18,0.67,283.666,0,12,35,29.95,0,500,0,15174
461,Assam-1-13-5,24,0.93,453.667,100,7,42,23.12,7,0,0,55901.82
462,Assam-1-13-6,24.8,1.06,388,27,18,49,18.4,5,300,0,8720
463,Assam-1-13-7,36,0.94,608.334,92,0,98,31.5,10,0,0,212289.234
464,Assam-1-13-8,29.6,0.94,418.333,83,11,47,64.68,7,650,0,74577.718
465,Assam-1-13-9,69.2,2.13,934.334,177,25,96,100.8,9,0,0,94695
467,Assam-1-14-1,16,0.53,292.666,0,11,35,9.2,4,0,0,2471.5
468,Assam-1-14-10,72,2.54,1165.666,357,19,170,41.4,18,0,0,49022.91
469,Assam-1-14-2,17,0.66,352.667,0,11,45,13.8,9,0,0,3846
470,Assam-1-14-3,22,0.8,339.666,0,15,56,6.9,13,0,0,5590
471,Assam-1-14-4,11.6,0.52,419.334,153,0,46,4.6,6.5,0,0,40264
472,Assam-1-14-5,48,1.86,902,0,0,182,27.6,22,0,0,65968
473,Assam-1-14-6,33,1.21,682.997,0,18,72,18.4,20,0,0,61406
474,Assam-1-14-7,26,0.94,411,0,10,63,12.88,9,0,0,9695
475,Assam-1-14-8,32.4,1.2,1022.503,223,10,74,20.7,10,0,0,47925.32
476,Assam-1-14-9,62,2.26,799.334,0,30,133,55.2,31,0,0,19436
478,Assam-1-15-1,40,0.8,675,228,13,48,52.8,0,0,0,66855.554
479,Assam-1-15-10,30,1.61,851,356,16,99,117.44,0,0,0,58271.09
480,Assam-1-15-2,24,1.07,702.666,152,16,55,77.6,0,0,0,70545
481,Assam-1-15-3,19,0.94,658,238,10,48,68.8,0,0,0,70884.21
482,Assam-1-15-4,15,0.81,568.667,186,6,46,51.86,0,0,0,49173.332
483,Assam-1-15-5,34,1.74,1043.667,401,24,80,130.2,0,0,0,411218.282
484,Assam-1-15-6,32,1.6,1092.996,363,11,98,110.1,0,0,0,64647.778
485,Assam-1-15-7,40,2.01,1215.333,387,24,115,124.1,0,0,0,71693.234
486,Assam-1-15-8,25,1.34,794.667,297,15,95,89.12,0,0,0,73395.5
487,Assam-1-15-9,50,2.54,1393.667,390,24,226,105.7,0,0,0,50792.402
489,Assam-1-16-1,19.65,0.67,555.333,148,6,40,0,0,0,0,8366
490,Assam-1-16-10,155.99,4.65,2194.332,25,0,386,30.4,13,0,0,479745.203
491,Assam-1-16-2,11.59,0.4,288.333,81,3,24,0,0,0,0,12270
492,Assam-1-16-3,35.1,1.21,823.333,212,8,72,0,0,0,0,8886
493,Assam-1-16-4,49.4,1.33,997.667,267,9,80,43.8,0,0,0,48993
494,Assam-1-16-5,39.18,1.21,885.667,277,0,72,38.7,0,0,0,181776
495,Assam-1-16-6,55.41,1.52,1121.333,349,0,92,0,11,0,0,224524
496,Assam-1-16-7,96.52,2.66,1409.666,52,0,227,0,4.5,0,0,108448
497,Assam-1-16-8,68.49,1.87,1283.333,407,0,112,0,9,0,0,166584
498,Assam-1-16-9,106.92,2.94,1551.333,290,29,176,0,10,0,0,322573.185
509,Assam-1-2-7,62.7,1.47,1136.667,146,20,55,140.56,12,0,0,158070
512,Assam-1-3-1,19,0.67,532.333,173,0,27,0,2,0,0,64737.95
513,Assam-1-3-10,143.2,3.88,2535.333,384,56,155,0,4.5,0,0,130220
514,Assam-1-3-2,22.8,0.8,631.333,203,0,32,0,1,0,0,91803.516
515,Assam-1-3-3,20,0.67,442.333,41,11.65,26,0,1.5,0,0,49512.172
516,Assam-1-3-4,47,1.34,850.333,136,20,55,0,4.5,0,0,14252
517,Assam-1-3-5,34.8,0.93,687,114,12,41,0,5.5,0,0,38912
518,Assam-1-3-6,36.4,1.34,994.667,196,14,53,0,3.5,0,0,94520.14
519,Assam-1-3-7,33.8,1.07,740.667,103,16,43,0,3.5,0,0,104434
520,Assam-1-3-8,86.4,3.08,1988.666,297,46,119,0,4,0,0,129088.5
521,Assam-1-3-9,107,3.35,2184.334,327,50,132,0,5,0,0,141548.52
522,Assam-1-4-1,22.4,0.94,678.333,267,3,64,34.56,18,0,0,26934
523,Assam-1-4-10,131,4.02,1998.334,289,34,210,89.6,90,0,0,118886.616
524,Assam-1-4-2,28.2,0.8,559.666,98,9,48,31.36,24,0,0,66754
525,Assam-1-4-3,22.4,0.67,533.666,165,8,39,12.8,20,0,0,67463.234
526,Assam-1-4-4,33.6,0.8,507.667,30,16,36,34.56,18,0,0,3764
527,Assam-1-4-5,42,1.34,821.001,121,16,72,19.2,37,0,0,77292
528,Assam-1-4-6,52.8,1.75,944.334,229,14,102,19.2,39,0,0,111907.851
529,Assam-1-4-7,39.2,1.21,703.333,136,16,69,20.48,27,0,0,91788
530,Assam-1-4-8,57.4,1.61,796.334,87,0,108,39.04,36,0,0,1503622.689
531,Assam-1-4-9,122.4,4.02,2110.999,356,0,286,62.72,93,0,0,821924
542,Assam-1-6-1,25.6,0.87,628.667,234,0,43,0,0,0,0,41315.75
543,Assam-1-6-10,104.1,3.62,1990.332,0,0,387,0,0,0,0,223571.688
544,Assam-1-6-2,20.8,0.67,606,194,0,33,0,0,0,0,60050
545,Assam-1-6-3,23.84,0.8,612.667,223,0,39,0,0,0,0,108067.806
546,Assam-1-6-4,61.84,1.87,931,0,0,203,0,0,0,0,322029
547,Assam-1-6-5,53.6,1.34,988.333,354,0,64,0,0,0,0,75294
548,Assam-1-6-6,43.6,1.07,446.334,0,19,48,0,0,0,0,16036
549,Assam-1-6-7,56.48,1.88,1393.667,461,0,87,0,0,0,0,212373
550,Assam-1-6-8,96.76,2.67,2060.667,692,0,121,0,0,0,0,204888
551,Assam-1-6-9,105.64,3.21,1853.668,0,0,348,0,0,0,0,324596
552,Assam-1-7-1,19.2,0.8,494,171,0,45,0,8,0,0,41229
553,Assam-1-7-10,122.6,4.02,2245.334,381,0,307,32.2,0,0,0,346703.188
554,Assam-1-7-2,18,0.67,363.334,115,6,32,0,0,0,0,29505
555,Assam-1-7-3,27.5,0.94,564,147,0,45,0,12,0,0,50417
556,Assam-1-7-4,37.2,1.34,664.667,102,0,97,0,0,0,0,493688.577
557,Assam-1-7-5,35.4,1.34,682.333,164,25,87,0,0,0,0,67494
558,Assam-1-7-6,37.6,1.48,872,161,26,168,0,0,0,0,93937.857
559,Assam-1-7-7,36,1.34,727.333,192,20,70,0,0,0,0,29577.422
560,Assam-1-7-8,102.5,3.35,1805.666,227,0,257,66.6,7,0,0,446592
561,Assam-1-7-9,85.2,2.14,1304.667,20,0,162,0,0,0,0,306683.578
562,Assam-1-8-1,8.5,0.4,160.334,0,11,20,0,0,0,0,945
563,Assam-1-8-10,77.5,3.33,1782.667,48,0,269,19.2,0,0,0,171897
564,Assam-1-8-2,9,0.4,179,0,15,21,0,0,0,0,367
565,Assam-1-8-3,22.9,0.67,355.333,0,17,35,12.6,0,0,0,2276
566,Assam-1-8-4,32.5,0.67,356.66,0,11,32,35.82,0,0,0,2462
572,Assam-1-9-1,38.1,0.81,667,178,8,50,0,8,0,0,54850
573,Assam-1-9-10,126,2.94,1713.332,436,39,180,0,17,0,0,187566
574,Assam-1-9-2,43,0.91,755.333,193,9,55,0,10,0,0,118452
575,Assam-1-9-3,43.2,0.87,692.666,177,7,50,0,6.5,0,0,79878
576,Assam-1-9-4,36.9,0.8,590.167,177,3,50,0,9,0,0,84615
577,Assam-1-9-5,59.8,1.21,837.5,206,16,80,0,10,0,0,131392
578,Assam-1-9-6,68.6,1.4,951.666,257,18,95,0,12,0,0,131241
579,Assam-1-9-7,88.5,1.8,1322.667,326,21,125,0,32,0,0,239552
580,Assam-1-9-8,91.8,2.01,1305.667,346,23,120,0,19,0,0,195924
581,Assam-1-9-9,100,2.27,1478.333,289,0,190.5,0,18,0,0,518348
582,Assam-2-17-1,24,0.81,649,238,0,60,23,14,0,0,32368
583,Assam-2-17-10,77,3.08,1386.333,12,80,230,101.2,0,0,0,29612
584,Assam-2-17-2,25,0.81,686,276,0,60,27.6,8,0,0,42652.332
585,Assam-2-17-3,22,0.81,643.666,264,0,60,27.6,10,0,0,42673.508
586,Assam-2-17-4,28,0.94,721.333,278,0,70,45.4,15,0,0,31674.857
587,Assam-2-17-5,36,1.34,661.667,25,34,100,78,0,0,0,13151
588,Assam-2-17-6,32,1.34,833,230,5,100,23,15,0,0,42921.785
589,Assam-2-17-7,35,1.34,704.333,24,34,100,78,0,0,0,4858
590,Assam-2-17-8,41.6,1.74,1160.334,415,12,130,46,17,0,0,49120
591,Assam-2-17-9,66,2.68,1265,26,0,276,138,16,0,0,670259.438
592,Assam-2-18-1,25,0.67,473,161,0,50,40.8,0,0,0,99591
594,Assam-2-18-2,29.2,0.8,547.667,195,0,50,32.6,7,0,0,76683
595,Assam-2-18-3,26.4,0.8,385.333,91,10,50,43.76,0,0,0,62664
596,Assam-2-18-4,27.8,0.8,318,0,0,79,50.6,0,0,0,258697
597,Assam-2-18-5,40,0.8,387.667,0,13,60,50.6,0,0,0,43918
600,Assam-2-18-8,39,1.21,548.333,57,25,90,71.92,0,0,0,53599
602,Assam-2-19-1,15,0.39,168.333,0,17,24,21.4,0,0,0,6163
603,Assam-2-19-10,80,2.13,867,0,40.5,128,166,8,0,0,9307
605,Assam-2-19-3,30.8,0.73,235,0,20.3,44,42.8,0,0,0,1425
606,Assam-2-19-4,11.2,0.26,180,0,16,16,19.1,0,0,0,67578
607,Assam-2-19-5,30,0.8,357,0,20.6,48,67.4,0,0,0,128940
609,Assam-2-19-7,41.6,1.06,468,0,40,64,58.2,0,0,0,15041
610,Assam-2-19-8,45,1.14,410,0,40,72,78,0,0,0,1114
612,Assam-2-20-1,27,0.66,334.333,0,24,45,42.8,8,0,0,1147
614,Assam-2-20-2,33.6,0.8,365,0,31,48,39.8,0,1200,0,9506
615,Assam-2-20-3,56,1.33,594,0,48,80,78,7,0,0,41275
616,Assam-2-20-4,50.4,1.2,508,0,48,72,56.8,0,0,0,1112
617,Assam-2-20-5,46.4,1.06,447,0,50,64,39,0,0,0,2180
618,Assam-2-20-6,109.2,2.8,1396.667,384,32,168,138,11,4500,0,37656
620,Assam-2-20-8,86.4,2.13,1061,220,24,128,88,10,1800,0,44259
622,Assam-2-21-1,29.6,0.81,319.667,10,16,60,0,0,0,0,3626
627,Assam-2-21-5,48,1.08,464.001,12,24,70,26.2,0,0,0,8892
628,Assam-2-21-6,50,1.34,748,242,7,100,9.2,0,0,0,102556
630,Assam-2-21-8,99,2.68,1304.667,391,29,170,84.4,7,0,0,120542.196
632,Assam-3-22-1,30,0.94,389,0,42,50,0,0,0,0,6952
633,Assam-3-22-10,38,1.2,609,15,0,120,0,0,0,0,430101.078
634,Assam-3-22-2,25,0.8,480.334,0,27,55,0,0,0,0,9654
635,Assam-3-22-3,19,0.67,594.667,171,0,40,0,0,0,0,66184.008
636,Assam-3-22-4,24,0.8,525.001,0,35,55,0,0,0,0,22688
637,Assam-3-22-5,16,0.54,291.333,0,29,30,0,0,0,0,10458
638,Assam-3-22-6,22,0.67,421,130,0,35,0,0,0,0,36926.09
639,Assam-3-22-7,34,1.21,664.333,0,56,70,0,0,0,0,21318
640,Assam-3-22-8,36,1.21,796.333,286,0,70,0,0,0,0,97634
641,Assam-3-22-9,34,1.07,750,244,0,65,0,0,0,0,132113.656
642,Assam-3-23-1,16.2,0.67,431,0,19,30,42.2,5,0,0,877
643,Assam-3-23-10,30,1.6,1120,178,17,72,37.6,15,0,0,31608
644,Assam-3-23-2,12.8,0.54,326.67,0,27,24,28,4,0,0,493
645,Assam-3-23-3,15.36,0.8,459.666,0,26,36,48.6,14,0,0,30001.555
646,Assam-3-23-4,13.44,0.8,469.333,0,23,36,42.2,6,0,0,10975
647,Assam-3-23-5,25.6,1.34,702.001,0,47,60,72.4,11,0,0,152227.704
648,Assam-3-23-6,25.6,1.34,660.666,0,61,60,32.52,8,0,0,5693
649,Assam-3-23-7,22.4,1.34,582.333,0,37,70,61.4,17,0,0,16584
650,Assam-3-23-8,20.16,1.2,752,0,33,58,37.6,4,0,0,16100.572
651,Assam-3-23-9,31.36,1.88,1348.334,344,17,124,73.4,20,0,0,72119.61
652,Assam-3-24-1,19.2,0.8,554.333,0,28,35,40.4,3,0,0,18808.131
653,Assam-3-24-10,35.84,1.88,1347,0,0,154,83.4,9.5,0,0,463971.968
654,Assam-3-24-2,19.2,0.8,566.333,0,30,30,21.5,6,0,0,4434
655,Assam-3-24-3,15.36,0.81,607.333,0,29,37,24.82,8,0,0,5504.66
656,Assam-3-24-4,10.24,0.53,354.999,11,18,28,2.56,2,0,0,3386.46
657,Assam-3-24-5,25.6,1.34,1103,0,0,113,67.2,12,120,0,266485.594
658,Assam-3-24-6,20.48,1.07,858.667,0,31,50,21.12,4,0,0,4596
659,Assam-3-24-7,23.04,1.2,900.667,88,32,54,40.76,9,0,0,33108
660,Assam-3-24-8,30.72,1.62,1294,0,0,145,71.16,9.8,0,0,389429.883
661,Assam-3-24-9,74.24,3.88,2757.667,0,0,312,199.2,20,0,0,260505.444
662,Assam-3-25-1,22,0.53,425,200,0,30,0,8,0,0,174920.544
663,Assam-3-25-10,103,2.68,1125.667,0,0,287,135.6,8,0,0,965961.64
664,Assam-3-25-2,15.99,0.4,356,146,0,25,0,5,0,0,41437.91
665,Assam-3-25-3,24,0.53,440.666,225,0,30,0,6,0,0,276407.742
666,Assam-3-25-4,15.6,0.39,303.833,150,0,22.5,0,0,0,0,53668.827
667,Assam-3-25-5,41.5,1.14,464.667,0,45,69,0,0,0,0,21314.55
668,Assam-3-25-6,40.6,1.07,452.666,0,0,106,0,7,0,0,304441.688
669,Assam-3-25-7,26.5,0.67,536.667,263,0,40,0,0,0,0,44389.891
670,Assam-3-25-8,26.7,0.67,292.666,0,25,40,0,7,0,0,28976.22
671,Assam-3-25-9,96,2.41,975.666,0,0,200,138,6,0,0,92997.453
672,Assam-3-26-1,16.8,0.4,465.333,115,0,21,0,6,0,0,25282
673,Assam-3-26-10,63,1.6,1538.667,310,24,84,0,12,0,0,64881.332
674,Assam-3-26-2,18,0.4,442,123,0,20,0,6,0,0,27194.092
675,Assam-3-26-3,12,0.27,321.333,97,0,12,6.44,5,0,0,25255.223
676,Assam-3-26-4,24,0.54,637,152,0,28,18,6,0,0,30724.27
677,Assam-3-26-5,32.8,0.81,825.333,189,8,42,0,9,0,0,50460
678,Assam-3-26-6,30,0.81,743.334,108,30,42,0,9,0,0,45406
679,Assam-3-26-7,33.6,0.81,848.666,116,22,42,0,8,0,0,31468.91
680,Assam-3-26-8,64,1.61,1598,158,56,84,0,16,0,0,54233.332
681,Assam-3-26-9,64,1.6,1501.334,293,36,84,0,12,0,0,65116.364
682,Assam-3-27-1,26,0.67,508.333,157,0,40,23,5,0,0,37222
683,Assam-3-27-10,208,4.9,2755.333,0,0,484,0,20,0,0,112596
684,Assam-3-27-2,26,0.67,459,156,0,42,0,4.5,0,0,29633.264
685,Assam-3-27-3,30,0.94,691,212,0,58,0,7,0,0,33064
686,Assam-3-27-4,54,1.47,844,0,0,134,78.1,1.5,0,0,74352
687,Assam-3-27-5,52,1.2,648,150,10,80,41.9,9,0,0,60254.793
688,Assam-3-27-6,56,1.47,1117.667,288,0,90,0,14,0,0,84215
689,Assam-3-27-7,67.2,1.6,916.666,0,0,158,56,0,0,0,59474
690,Assam-3-27-8,120,3.07,1256,0,0,302,37.2,20,0,0,28807
691,Assam-3-27-9,117,2.94,1394,140,0,166,78,30,0,0,75898.172
692,Assam-3-28-1,14.75,0.67,347,188,0,42,0,3,0,0,35098.445
693,Assam-3-28-10,29.1,1.47,697.667,281,0,134,0,4,0,0,404808
694,Assam-3-28-2,17.1,0.8,404.333,220,0,48,0,3,0,0,28807.816
695,Assam-3-28-3,16.56,0.8,409.667,210,0,50,0,3,0,0,29224.189
696,Assam-3-28-4,16.5,0.8,391,213,0,50,0,3,0,0,33668.723
697,Assam-3-28-5,19.97,1.07,561,305,0,66,0,5,0,0,80654
698,Assam-3-28-6,22.7,1.21,611.666,340,0,72,0,4,0,0,72424
699,Assam-3-28-7,25.16,1.34,658,370,0,85,0,4.5,0,0,83396.578
700,Assam-3-28-8,42.14,2.28,962.667,463,28,196,0,5,0,0,90422
701,Assam-3-28-9,42.26,2.27,966,453,41,140,0,5,0,0,197365.344
702,Assam-3-29-1,16,0.67,521.667,155,0,28,25.48,11,0,0,123360.843
703,Assam-3-29-10,46.8,2.42,1573.667,73,0,174,122,19,0,0,374485.046
706,Assam-3-29-4,15.36,0.81,533,36,0,66,27.24,13,0,0,329143.008
710,Assam-3-29-8,28.16,1.48,884.333,217,9,66,34.94,13,0,0,110116.149
712,Assam-4-30-1,23.5,0.67,421,205,0,50,0,7,0,0,31767
713,Assam-4-30-10,74.3,2.41,774,0,0,281,0,6,0,0,159299
714,Assam-4-30-2,24.75,0.67,440.667,205,0,50,0,6,0,0,41595.051
715,Assam-4-30-3,24.5,0.67,342,247,0,45,0,5,0,0,44116
716,Assam-4-30-4,24.75,0.67,464.333,200,0,50,0,3,0,0,47233.895
717,Assam-4-30-5,42.25,1.07,740,434,0,80,0,11,0,0,86428.454
718,Assam-4-30-6,48.4,1.34,874.667,310,0,95,0,12,0,0,101058.164
719,Assam-4-30-7,45.5,1.34,633.834,0,0,205,0,6,0,0,139978
720,Assam-4-30-8,48.6,1.34,975,499,0,95,0,11,0,0,156316
721,Assam-4-30-9,111.6,3.2,2077,959,0,460,0,19,0,0,102946
722,Assam-4-31-1,25.6,0.54,388.334,91,0,25,0,2,0,0,18998.867
723,Assam-4-31-10,66,1.74,1113,313,28,104,64,6,0,0,60925.762
724,Assam-4-31-2,33,0.67,293.667,0,28,30,0,0,0,0,1975
725,Assam-4-31-3,33,0.67,469.666,149,0,30,0,3,0,0,53683.41
726,Assam-4-31-4,34,0.67,332.667,0,20,30,0,0,0,0,693.5
727,Assam-4-31-5,24,0.67,462.334,139,0,30,0,3,0,0,22607.094
728,Assam-4-31-6,42,0.94,451,32,14,40,0,0,0,0,3840.75
729,Assam-4-31-7,26,0.67,394.667,77,0,53,32,3,0,0,173355.734
730,Assam-4-31-8,62,1.34,763.333,183,24,60,0,0,0,0,915.5
731,Assam-4-31-9,69.4,1.61,1167.333,347,9,75,48,7,0,0,145158.657
